VISIT_AREA_ID,TRAVEL_ID,VISIT_ORDER,VISIT_AREA_NM,VISIT_START_YMD,VISIT_END_YMD,ROAD_NM_ADDR,LOTNO_ADDR,X_COORD,Y_COORD,ROAD_NM_CD,LOTNO_CD,POI_ID,POI_NM,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,VISIT_CHC_REASON_CD,LODGING_TYPE_CD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,SGG_CD,TRAVEL_START_YMD,TRAVEL_END_YMD,MVMN_NM,TRAVEL_PERSONA,여행일수,방문지역,거주지,연령대,동행유형
2304290002,f_f000007,2,W 웨딩,2023-04-29,2023-04-29,부산 연제구 중앙대로 1000,부산 연제구 연산동 1422-8,129.0755223,35.1777544,,,POI01000000ET1TMJ,더블유웨딩,120,12,N,11,,4,3,3,,2023-04-29,2023-05-02,,"부산,울산,경남 방문/경상권 외 거주/39세 이하/부부/일반미션",4,"부산,울산,경남 방문",경상권 외 거주,39세 이하,부부
2304290003,f_f000007,3,해돈촌 돼지국밥,2023-04-29,2023-04-29,부산 연제구 연제로 27,부산 연제구 연산동 867-51,129.076619,35.1773769,,,POI0100000085L89B,애돈촌돼지국밥,30,11,N,2,,4,2,2,,2023-04-29,2023-05-02,,"부산,울산,경남 방문/경상권 외 거주/39세 이하/부부/일반미션",4,"부산,울산,경남 방문",경상권 외 거주,39세 이하,부부
2304290004,f_f000007,4,딥플로우 브루잉,2023-04-29,2023-04-29,부산 수영구 수영로510번길 20,부산 수영구 광안동 186-7,129.1125313,35.1509989,,,POI02001TR008519V,딥플로우 브루잉,120,11,Y,4,,5,5,5,,2023-04-29,2023-05-02,,"부산,울산,경남 방문/경상권 외 거주/39세 이하/부부/일반미션",4,"부산,울산,경남 방문",경상권 외 거주,39세 이하,부부
2304290006,f_f000007,5,시고 조개구이,2023-04-29,2023-04-29,부산 남구 수영로322번길 33 2층 시소,부산 남구 수영로322번길 33 2층 시소,129.1022494,35.1364674,,,POI02001TR018496V,시소조개구이,120,11,N,5,,5,5,5,2629010600,2023-04-29,2023-05-02,,"부산,울산,경남 방문/경상권 외 거주/39세 이하/부부/일반미션",4,"부산,울산,경남 방문",경상권 외 거주,39세 이하,부부
2304290007,f_f000007,7,비치그린아파트,2023-04-29,2023-04-30,부산 수영구 광일로 49,부산 수영구 광안동 529,129.1083571,35.1617791,,,POI01000000BYY4KR,비치그린아파트,150,22,,,,,,,,2023-04-29,2023-05-02,,"부산,울산,경남 방문/경상권 외 거주/39세 이하/부부/일반미션",4,"부산,울산,경남 방문",경상권 외 거주,39세 이하,부부
2304290008,f_f000007,6,GS 더 프레시 경성 부경대점,2023-04-29,2023-04-29,부산 남구 수영로322번길 33,부산 남구 대연동 52-8,129.1022012,35.1364583,,,POI02001TR000468V,GS더프레시 경성부경대점,30,10,N,9,,4,4,4,,2023-04-29,2023-05-02,,"부산,울산,경남 방문/경상권 외 거주/39세 이하/부부/일반미션",4,"부산,울산,경남 방문",경상권 외 거주,39세 이하,부부
2304300001,f_f000007,8,구자운 과자점 교대점,2023-04-30,2023-04-30,부산 연제구 세병로 29,부산 연제구 연산동 579-8,129.0836994,35.1910024,,,POI02001TR003507V,구자윤과자점 교대점,30,11,N,5,,5,5,5,,2023-04-29,2023-05-02,,"부산,울산,경남 방문/경상권 외 거주/39세 이하/부부/일반미션",4,"부산,울산,경남 방문",경상권 외 거주,39세 이하,부부
2304300002,f_f000007,9,회동수원지,2023-04-30,2023-04-30,,부산 금정구 선동 121,129.111157,35.2587639,,,POI01000TR036834V,회동수원지,30,1,N,1,,5,5,5,,2023-04-29,2023-05-02,,"부산,울산,경남 방문/경상권 외 거주/39세 이하/부부/일반미션",4,"부산,울산,경남 방문",경상권 외 거주,39세 이하,부부
2304300003,f_f000007,10,범어사,2023-04-30,2023-04-30,부산 금정구 범어사로 250,부산 금정구 청룡동 546,129.0684598,35.283519,,,POI01000TR011035V,범어사,30,2,N,2,,4,4,4,,2023-04-29,2023-05-02,,"부산,울산,경남 방문/경상권 외 거주/39세 이하/부부/일반미션",4,"부산,울산,경남 방문",경상권 외 거주,39세 이하,부부
2304300004,f_f000007,11,한터 빌,2023-04-30,2023-04-30,부산 금정구 남산냇길 20,부산 금정구 남산동 195-1,129.0886365,35.2730469,,,POI01000000C8X20F,한터빌,120,22,Y,11,,4,4,4,,2023-04-29,2023-05-02,,"부산,울산,경남 방문/경상권 외 거주/39세 이하/부부/일반미션",4,"부산,울산,경남 방문",경상권 외 거주,39세 이하,부부
2304300005,f_f000007,12,방어진항 남 방파제,2023-04-30,2023-04-30,,울산 동구 방어동 850-1,129.4280829,35.4805036,,,POI02001TR011984V,방어진항 남방파제,30,7,Y,4,,4,4,4,,2023-04-29,2023-05-02,,"부산,울산,경남 방문/경상권 외 거주/39세 이하/부부/일반미션",4,"부산,울산,경남 방문",경상권 외 거주,39세 이하,부부
2304300006,f_f000007,13,월드 스카이파크 아파트,2023-04-30,2023-05-01,울산 동구 상진2길 25,울산 동구 방어동 308-3,129.4218511,35.4840241,,,POI02001TR023104V,월드스카이파크아파트,300,22,,,,,,,,2023-04-29,2023-05-02,,"부산,울산,경남 방문/경상권 외 거주/39세 이하/부부/일반미션",4,"부산,울산,경남 방문",경상권 외 거주,39세 이하,부부
2305010001,f_f000007,14,슬도,2023-05-01,2023-05-01,,울산 동구 방어동,129.4308379,35.4782712,,,POI01000TR011850V,슬도,60,1,N,5,,5,4,4,,2023-04-29,2023-05-02,,"부산,울산,경남 방문/경상권 외 거주/39세 이하/부부/일반미션",4,"부산,울산,경남 방문",경상권 외 거주,39세 이하,부부
2305010002,f_f000007,15,대왕암공원 출렁다리,2023-05-01,2023-05-01,,울산 동구 일산동 905,129.4375145,35.4929316,,,POI01000TR001607V,대왕암공원 출렁다리,30,1,Y,4,,4,4,4,,2023-04-29,2023-05-02,,"부산,울산,경남 방문/경상권 외 거주/39세 이하/부부/일반미션",4,"부산,울산,경남 방문",경상권 외 거주,39세 이하,부부
2305010003,f_f000007,16,훈스짐,2023-05-01,2023-05-01,울산 동구 진성12길 150,울산 동구 전하동 619-10,129.4276302,35.5123493,,,POI02001TR034556V,훈스짐,120,12,N,2,,5,4,4,,2023-04-29,2023-05-02,,"부산,울산,경남 방문/경상권 외 거주/39세 이하/부부/일반미션",4,"부산,울산,경남 방문",경상권 외 거주,39세 이하,부부
2305010004,f_f000007,17,서부 성원상떼빌 아파트,2023-05-01,2023-05-01,울산 동구 봉수로 450,울산 동구 서부동 248-24,129.4262467,35.5251098,,,POI02001TR014954V,서부성원상떼빌아파트,120,22,Y,11,,4,4,4,,2023-04-29,2023-05-02,,"부산,울산,경남 방문/경상권 외 거주/39세 이하/부부/일반미션",4,"부산,울산,경남 방문",경상권 외 거주,39세 이하,부부
2305010005,f_f000007,18,일산해수욕장,2023-05-01,2023-05-01,,울산 동구 일산동,129.4308985,35.4957863,,,POI01000TR107398V,일산해수욕장,90,1,N,2,,5,5,5,,2023-04-29,2023-05-02,,"부산,울산,경남 방문/경상권 외 거주/39세 이하/부부/일반미션",4,"부산,울산,경남 방문",경상권 외 거주,39세 이하,부부
2305010006,f_f000007,19,월드 스카이파크 아파트,2023-05-01,2023-05-02,울산 동구 상진2길 25,울산 동구 방어동 308-3,129.4218511,35.4840241,,,POI02001TR023104V,월드스카이파크아파트,300,22,,,,,,,,2023-04-29,2023-05-02,,"부산,울산,경남 방문/경상권 외 거주/39세 이하/부부/일반미션",4,"부산,울산,경남 방문",경상권 외 거주,39세 이하,부부
2304300003,f_f000019,2,버릇 식당,2023-04-30,2023-04-30,부산 기장군 일광읍 문오성길 61,부산 기장군 일광읍 동백리 266-6,129.2592654,35.2827897,,,POI01000TR027397V,바릇식당,60,11,N,2,,4,4,4,,2023-04-30,2023-05-02,,부산 방문/거주지 구분 없음/40세 이상/특별미션,3,부산 방문,거주지 구분 없음,40세 이상,특별미션
2305010001,f_f000019,4,회동수원지,2023-05-01,2023-05-01,,부산 금정구 선동 121,129.111157,35.2587639,,,POI01000TR036834V,회동수원지,60,7,N,5,,5,5,5,,2023-04-30,2023-05-02,,부산 방문/거주지 구분 없음/40세 이상/특별미션,3,부산 방문,거주지 구분 없음,40세 이상,특별미션
2305010002,f_f000019,5,선 유도원,2023-05-01,2023-05-01,부산 금정구 상현로 64,부산 금정구 선동 314-1,129.1116404,35.2665116,,,POI01000TR042091V,선유도원,60,11,N,2,,4,4,4,,2023-04-30,2023-05-02,,부산 방문/거주지 구분 없음/40세 이상/특별미션,3,부산 방문,거주지 구분 없음,40세 이상,특별미션
2305010003,f_f000019,6,홍법사,2023-05-01,2023-05-01,부산 금정구 두구로33번길 202,부산 금정구 두구동 1220-7,129.1104148,35.3038301,,,POI01000000B7DXK8,선이랑 Sun's Donut,30,2,Y,4,,5,5,5,,2023-04-30,2023-05-02,,부산 방문/거주지 구분 없음/40세 이상/특별미션,3,부산 방문,거주지 구분 없음,40세 이상,특별미션
2305010004,f_f000019,7,직구나 담양 석갈비촌,2023-05-01,2023-05-01,부산 금정구 체육공원로 532,부산 금정구 두구동 600-3,129.1096175,35.288239,,,POI02001TR027088V,직구나담양석갈비촌,60,11,N,5,,5,5,5,,2023-04-30,2023-05-02,,부산 방문/거주지 구분 없음/40세 이상/특별미션,3,부산 방문,거주지 구분 없음,40세 이상,특별미션
2305010005,f_f000019,8,스포 원 파크 금정체육공원,2023-05-01,2023-05-01,부산 금정구 체육공원로399번길 324,부산 금정구 두구동 1641,129.1052343,35.2920917,,,POI02001TR018397V,스포원파크 금정체육공원,30,5,N,9,,5,5,5,,2023-04-30,2023-05-02,,부산 방문/거주지 구분 없음/40세 이상/특별미션,3,부산 방문,거주지 구분 없음,40세 이상,특별미션
2304300002,f_f000022,2,철마 연밥,2023-04-30,2023-04-30,웅천리 324-6,부산광역시 기장군 철마면 웅천리 324-6,129.1681425,35.2941041,,,POI02001TR027736V,철마연밥,60,11,Y,4,,4,4,4,2671033000,2023-04-30,2023-05-02,,"부산,울산,경남 방문/경상권 거주/39세 이하/부모 동반/일반미션",3,"부산,울산,경남 방문",경상권 거주,39세 이하,부모 동반
2304300003,f_f000022,3,아홉 살 숲,2023-04-30,2023-04-30,부산 기장군 철마면 미동길 37-1,부산 기장군 철마면 웅천리 26,129.1715156,35.2870432,,,POI01000TR042567V,아홉산숲,60,2,Y,4,,5,5,5,,2023-04-30,2023-05-02,,"부산,울산,경남 방문/경상권 거주/39세 이하/부모 동반/일반미션",3,"부산,울산,경남 방문",경상권 거주,39세 이하,부모 동반
2304300004,f_f000022,4,다락,2023-04-30,2023-04-30,미동길 22,부산광역시 기장군 철마면 미동길 22,129.1705701,35.2878425,,,POI02001TR006035V,다락,90,11,N,9,,4,4,4,2671033000,2023-04-30,2023-05-02,,"부산,울산,경남 방문/경상권 거주/39세 이하/부모 동반/일반미션",3,"부산,울산,경남 방문",경상권 거주,39세 이하,부모 동반
2305010001,f_f000022,6,대왕암공원,2023-05-01,2023-05-01,울산 동구 등대로 140,울산 동구 일산동 905,129.4399333,35.4922907,,,POI01000000DRGR8F,대왕암공원,90,13,Y,4,,5,5,5,,2023-04-30,2023-05-02,,"부산,울산,경남 방문/경상권 거주/39세 이하/부모 동반/일반미션",3,"부산,울산,경남 방문",경상권 거주,39세 이하,부모 동반
2305010002,f_f000022,7,진미 초장집,2023-05-01,2023-05-01,부산 기장군 일광읍 이천길 37,부산 기장군 일광읍 이천리 395-5,129.2375441,35.2648325,,,POI02001TR027145V,진미초장집,90,11,N,2,,1,1,1,,2023-04-30,2023-05-02,,"부산,울산,경남 방문/경상권 거주/39세 이하/부모 동반/일반미션",3,"부산,울산,경남 방문",경상권 거주,39세 이하,부모 동반
2305010003,f_f000022,8,롯데 프리미엄 아울렛 동부산점,2023-05-01,2023-05-01,부산 기장군 기장읍 기장해안로 147,부산 기장군 기장읍 당사리 524,129.2125445,35.1916608,,,POI01000TR034815V,롯데프리미엄아울렛 동부산점,30,4,Y,7,,5,5,5,,2023-04-30,2023-05-02,,"부산,울산,경남 방문/경상권 거주/39세 이하/부모 동반/일반미션",3,"부산,울산,경남 방문",경상권 거주,39세 이하,부모 동반
2304280002,f_f000044,2,해운대 할미 집,2023-04-28,2023-04-28,부산 해운대구 중동2로10번길 7,부산 해운대구 중동 1373-10,129.1648744,35.1632691,,,POI01000TR007849V,해운대할매집,60,11,N,5,,4,4,4,,2023-04-28,2023-04-30,,부산 방문/거주지 구분 없음/39세 이하/특별미션,3,부산 방문,거주지 구분 없음,39세 이하,특별미션
2304280003,f_f000044,3,문 토스트,2023-04-28,2023-04-28,부산 해운대구 송정해변로 16,부산 해운대구 송정동 289-3,129.2043723,35.180909,,,POI01000000E0XPSO,문토스트,30,11,N,5,,4,3,3,,2023-04-28,2023-04-30,,부산 방문/거주지 구분 없음/39세 이하/특별미션,3,부산 방문,거주지 구분 없음,39세 이하,특별미션
2304280004,f_f000044,4,황령산 봉수대,2023-04-28,2023-04-28,,부산 부산진구 전포동 50-1,129.0819755,35.1572486,,,POI01000TR008409V,황령산 봉수대,30,1,N,5,,4,3,4,,2023-04-28,2023-04-30,,부산 방문/거주지 구분 없음/39세 이하/특별미션,3,부산 방문,거주지 구분 없음,39세 이하,특별미션
2304280005,f_f000044,5,더블에이치 서스펜션,2023-04-28,2023-04-28,,,129.0205195,35.0978059,,,POI02001TR007123V,더블에이치서스펜션,30,12,N,11,,4,4,4,2614011900,2023-04-28,2023-04-30,,부산 방문/거주지 구분 없음/39세 이하/특별미션,3,부산 방문,거주지 구분 없음,39세 이하,특별미션
2304280006,f_f000044,6,버튼 호텔 남포점,2023-04-28,2023-04-28,부산 서구 구덕로114번길 27-1,부산 서구 충무동1가 4-10,129.0247366,35.0973755,,,POI01000000DA3B41,버튼호텔,30,24,N,6,1,4,4,4,,2023-04-28,2023-04-30,,부산 방문/거주지 구분 없음/39세 이하/특별미션,3,부산 방문,거주지 구분 없음,39세 이하,특별미션
2304280007,f_f000044,7,세정,2023-04-28,2023-04-28,부산 중구 중구로33번길 45,부산 중구 부평동2가 66-19,129.0254474,35.1009287,,,POI01000TR015624V,세정,30,4,N,2,,4,4,4,,2023-04-28,2023-04-30,,부산 방문/거주지 구분 없음/39세 이하/특별미션,3,부산 방문,거주지 구분 없음,39세 이하,특별미션
2304280008,f_f000044,8,버튼 호텔 남포점,2023-04-28,2023-04-29,부산 서구 구덕로114번길 27-1,부산 서구 충무동1가 4-10,129.0247366,35.0973755,,,POI01000000DA3B41,버튼호텔,150,24,N,6,1,4,4,4,,2023-04-28,2023-04-30,,부산 방문/거주지 구분 없음/39세 이하/특별미션,3,부산 방문,거주지 구분 없음,39세 이하,특별미션
2304290001,f_f000044,9,희야네 황태 국밥,2023-04-29,2023-04-29,부산 서구 구덕로124번길 7,부산 서구 토성동5가 41-3,129.0224646,35.0970169,,,POI02001TR034691V,희야네황태국밥,60,11,N,9,,4,4,4,,2023-04-28,2023-04-30,,부산 방문/거주지 구분 없음/39세 이하/특별미션,3,부산 방문,거주지 구분 없음,39세 이하,특별미션
2304290002,f_f000044,10,더블에이치 서스펜션,2023-04-29,2023-04-29,,,129.0205195,35.0978059,,,POI02001TR007124V,더블에이치서스펜션,90,12,N,2,,4,4,4,2614011900,2023-04-28,2023-04-30,,부산 방문/거주지 구분 없음/39세 이하/특별미션,3,부산 방문,거주지 구분 없음,39세 이하,특별미션
2305200002,f_f000272,2,서울역,2023-05-20,2023-05-20,서울 용산구 한강대로 405,서울 용산구 동자동 43-205,126.9706069,37.5546788,,,POI01000TR030428V,도원스타일 서울역점,60,9,Y,6,,5,5,5,,2023-05-20,2023-05-24,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/나홀로 여행/일반미션",5,"부산,울산,경남 방문",경상권 외 거주,39세 이하,나홀로 여행
2305200003,f_f000272,3,부산역,2023-05-20,2023-05-20,부산 동구 중앙대로 206,부산 동구 초량동 1187-1,129.0414192,35.1151092,,,POI01000TR040141V,부산역,30,9,Y,6,,5,5,5,,2023-05-20,2023-05-24,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/나홀로 여행/일반미션",5,"부산,울산,경남 방문",경상권 외 거주,39세 이하,나홀로 여행
2305200004,f_f000272,4,부산역 영동 밀면,2023-05-20,2023-05-20,부산 동구 대영로243번길 107,부산 동구 초량동 479,129.0400142,35.1166027,,,POI0100000094W26D,부산역영동밀면,30,11,N,8,,4,4,4,,2023-05-20,2023-05-24,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/나홀로 여행/일반미션",5,"부산,울산,경남 방문",경상권 외 거주,39세 이하,나홀로 여행
2305200005,f_f000272,5,부산 시립미술관,2023-05-20,2023-05-20,부산 해운대구 APEC로 58,부산 해운대구 우동 1413,129.1370368,35.1667103,,,POI01000000E1BBNK,부산시립미술관,60,3,Y,4,,5,5,5,2635010500,2023-05-20,2023-05-24,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/나홀로 여행/일반미션",5,"부산,울산,경남 방문",경상권 외 거주,39세 이하,나홀로 여행
2305200006,f_f000272,6,센텀 스위트호텔,2023-05-20,2023-05-20,,,129.131561,35.166649,,,POI02001TR016197V,센텀스위트호텔,60,24,N,8,1,4,4,4,2635010500,2023-05-20,2023-05-24,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/나홀로 여행/일반미션",5,"부산,울산,경남 방문",경상권 외 거주,39세 이하,나홀로 여행
2305200007,f_f000272,7,융캉찌에,2023-05-20,2023-05-20,부산 수영구 광안해변로277번길 10,부산 수영구 민락동 193-2,129.1242274,35.1564004,,,POI02001TR023644V,융캉찌에,30,11,N,2,,5,5,5,,2023-05-20,2023-05-24,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/나홀로 여행/일반미션",5,"부산,울산,경남 방문",경상권 외 거주,39세 이하,나홀로 여행
2305200008,f_f000272,8,밀란 더 마켓,2023-05-20,2023-05-20,부산 수영구 민락수변로17번길 56,부산 수영구 민락동 113-31,129.127001,35.15428,,,POI01000TR034816V,밀락 더 마켓,30,4,N,2,,5,5,5,,2023-05-20,2023-05-24,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/나홀로 여행/일반미션",5,"부산,울산,경남 방문",경상권 외 거주,39세 이하,나홀로 여행
2305200009,f_f000272,9,광안리해수욕장,2023-05-20,2023-05-20,부산 수영구 광안해변로 219,부산 수영구 광안동 192-20,129.1189761,35.1531933,,,POI01000TR030726V,광안리해수욕장,30,1,Y,1,,5,5,5,,2023-05-20,2023-05-24,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/나홀로 여행/일반미션",5,"부산,울산,경남 방문",경상권 외 거주,39세 이하,나홀로 여행
2305200010,f_f000272,10,스시 맛이 우 센텀점,2023-05-20,2023-05-20,부산 해운대구 센텀2로 33,부산 해운대구 우동 1508,129.133432,35.1663828,,,POI02001TR017867V,스시마이우 센텀점,30,11,N,9,,4,4,4,,2023-05-20,2023-05-24,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/나홀로 여행/일반미션",5,"부산,울산,경남 방문",경상권 외 거주,39세 이하,나홀로 여행
2305200011,f_f000272,11,센텀 스위트 호텔,2023-05-20,2023-05-21,우동 1521,부산광역시 해운대구 우동 1521 대,129.131585,35.1669245,,,POI01000000DRLGOP,센텀프리미어호텔,300,24,N,8,1,4,4,4,2635010500,2023-05-20,2023-05-24,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/나홀로 여행/일반미션",5,"부산,울산,경남 방문",경상권 외 거주,39세 이하,나홀로 여행
2305210001,f_f000272,12,광안리해수욕장,2023-05-21,2023-05-21,부산 수영구 광안해변로 219,부산 수영구 광안동 192-20,129.1189761,35.1531933,,,POI01000TR030726V,광안리해수욕장,30,1,Y,1,,5,5,5,,2023-05-20,2023-05-24,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/나홀로 여행/일반미션",5,"부산,울산,경남 방문",경상권 외 거주,39세 이하,나홀로 여행
2305210002,f_f000272,13,수변 최고 돼지국밥,2023-05-21,2023-05-21,부산 수영구 광안해변로370번길 9-32,부산 수영구 민락동 110-54,129.1342702,35.1566735,,,POI01000000854WQZ,수변최고돼지국밥,30,11,N,2,,5,5,5,,2023-05-20,2023-05-24,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/나홀로 여행/일반미션",5,"부산,울산,경남 방문",경상권 외 거주,39세 이하,나홀로 여행
2305210003,f_f000272,14,용두산공원,2023-05-21,2023-05-21,부산 중구 용두산길 37-55,부산 중구 광복동2가 1-2,129.0324434,35.1009305,,,POI01000000BBTVPV,용두산공원,60,1,Y,4,,4,4,4,,2023-05-20,2023-05-24,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/나홀로 여행/일반미션",5,"부산,울산,경남 방문",경상권 외 거주,39세 이하,나홀로 여행
2305210004,f_f000272,15,광복로 패션거리,2023-05-21,2023-05-21,,부산 중구 광복동,129.0313062,35.099295,,,POI01000TR014271V,광복로패션거리,30,4,Y,4,,4,4,4,,2023-05-20,2023-05-24,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/나홀로 여행/일반미션",5,"부산,울산,경남 방문",경상권 외 거주,39세 이하,나홀로 여행
2305210005,f_f000272,16,부산 근현대 역사관 별관,2023-05-21,2023-05-21,부산 중구 대청로 104,부산 중구 대청동2가 24-2,129.0312188,35.1026633,,,POI01000000BVA6EW,부산근대역사관,30,4,N,2,,4,4,4,,2023-05-20,2023-05-24,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/나홀로 여행/일반미션",5,"부산,울산,경남 방문",경상권 외 거주,39세 이하,나홀로 여행
2305210006,f_f000272,17,보수동 책방 골목,2023-05-21,2023-05-21,부산 중구 책방골목길 16,부산 중구 보수동1가 151-1,129.0266569,35.1033669,,,POI01000TR011320V,보수동책방골목,60,4,Y,4,,4,4,4,,2023-05-20,2023-05-24,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/나홀로 여행/일반미션",5,"부산,울산,경남 방문",경상권 외 거주,39세 이하,나홀로 여행
2305210007,f_f000272,19,부평 깡통시장,2023-05-21,2023-05-21,,부산 중구 부평동2가 82,129.0258803,35.1021146,,,POI01000TR043138V,부평깡통시장,30,4,Y,4,,4,4,4,,2023-05-20,2023-05-24,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/나홀로 여행/일반미션",5,"부산,울산,경남 방문",경상권 외 거주,39세 이하,나홀로 여행
2305210008,f_f000272,18,BIFF 거리,2023-05-21,2023-05-21,,부산 중구 남포동5가,129.0290898,35.0985283,,,POI01000TR012090V,BIFF거리,30,4,Y,4,,4,4,4,,2023-05-20,2023-05-24,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/나홀로 여행/일반미션",5,"부산,울산,경남 방문",경상권 외 거주,39세 이하,나홀로 여행
2305210009,f_f000272,20,센텀 스위트호텔,2023-05-21,2023-05-22,,,129.131561,35.166649,,,POI02001TR016197V,센텀스위트호텔,420,24,Y,8,1,4,4,4,2635010500,2023-05-20,2023-05-24,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/나홀로 여행/일반미션",5,"부산,울산,경남 방문",경상권 외 거주,39세 이하,나홀로 여행
2305220001,f_f000272,21,송정 해녀 집,2023-05-22,2023-05-22,부산 기장군 기장읍 공수해안길 57-2,부산 기장군 기장읍 시랑리 540-5,129.2133457,35.1859934,,,POI01000000D2IOIZ,송정해녀집,60,11,N,5,,5,5,5,,2023-05-20,2023-05-24,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/나홀로 여행/일반미션",5,"부산,울산,경남 방문",경상권 외 거주,39세 이하,나홀로 여행
2305220002,f_f000272,22,코랄 라느니,2023-05-22,2023-05-22,부산 기장군 기장읍 기장해안로 32,부산 기장군 기장읍 시랑리 615-1,129.2089046,35.1823826,,,POI01000TR028026V,코랄라니,60,11,N,2,,5,5,5,,2023-05-20,2023-05-24,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/나홀로 여행/일반미션",5,"부산,울산,경남 방문",경상권 외 거주,39세 이하,나홀로 여행
2305220003,f_f000272,23,에지 993,2023-05-22,2023-05-22,부산 해운대구 달맞이길62번길 78,부산 해운대구 중동 993-3,129.1751293,35.1563971,,,POI0100000085I685,엣지993,30,4,N,11,,4,3,3,,2023-05-20,2023-05-24,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/나홀로 여행/일반미션",5,"부산,울산,경남 방문",경상권 외 거주,39세 이하,나홀로 여행
2305220004,f_f000272,24,해동용궁사,2023-05-22,2023-05-22,부산 기장군 기장읍 용궁길 86,부산 기장군 기장읍 시랑리 416-3,129.2231431,35.1884028,,,POI01000000BYZ0VZ,해동용궁사,60,2,N,1,,5,4,4,,2023-05-20,2023-05-24,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/나홀로 여행/일반미션",5,"부산,울산,경남 방문",경상권 외 거주,39세 이하,나홀로 여행
2305220005,f_f000272,25,해운대해수욕장,2023-05-22,2023-05-22,,부산 해운대구 우동,129.1598547,35.1585232,,,POI01000TR008098V,해운대해수욕장,60,1,Y,4,,4,4,4,,2023-05-20,2023-05-24,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/나홀로 여행/일반미션",5,"부산,울산,경남 방문",경상권 외 거주,39세 이하,나홀로 여행
2305220006,f_f000272,26,센텀 스위트호텔,2023-05-22,2023-05-23,,,129.131561,35.166649,,,POI02001TR016197V,센텀스위트호텔,330,24,Y,8,1,4,4,4,2635010500,2023-05-20,2023-05-24,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/나홀로 여행/일반미션",5,"부산,울산,경남 방문",경상권 외 거주,39세 이하,나홀로 여행
2305230001,f_f000272,27,광안리해수욕장,2023-05-23,2023-05-23,부산 수영구 광안해변로 219,부산 수영구 광안동 192-20,129.1189761,35.1531933,,,POI01000TR030726V,광안리해수욕장,30,1,Y,1,,5,5,5,,2023-05-20,2023-05-24,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/나홀로 여행/일반미션",5,"부산,울산,경남 방문",경상권 외 거주,39세 이하,나홀로 여행
2305230002,f_f000272,28,히얼이자 커피,2023-05-23,2023-05-23,부산 해운대구 센텀2로 20,부산 해운대구 우동 1516,129.1320387,35.1671967,,,POI01000000ERFW7J,히얼이즈커피,30,11,N,9,,5,5,5,,2023-05-20,2023-05-24,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/나홀로 여행/일반미션",5,"부산,울산,경남 방문",경상권 외 거주,39세 이하,나홀로 여행
2305230003,f_f000272,29,김해국제공항,2023-05-23,2023-05-23,부산 강서구 공항진입로 108,부산 강서구 대저2동 2350,128.9467287,35.1731997,,,POI01000TR001128V,김해국제공항,90,9,Y,7,,5,5,5,,2023-05-20,2023-05-24,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/39세 이하/나홀로 여행/일반미션",5,"부산,울산,경남 방문",경상권 외 거주,39세 이하,나홀로 여행
2305260002,f_f000280,7,호텔 프리마베라 In BUSAN,2023-05-26,2023-05-27,부산 수영구 광안해변로278번길 42,부산 수영구 민락동 181-154,129.1243464,35.1541418,,,POI010000006TOQLU,오션뷰호텔,1440,24,N,2,1,3,3,3,26500,2023-05-26,2023-05-29,대중교통 등,"부산,울산,경남 방문/경상권 외 거주/40세 이상/3인 이상 친구/일반미션",4,"부산,울산,경남 방문",경상권 외 거주,40세 이상,3인 이상 친구
